ID,Author_Name,Years,Author_ID,Title,Year,School,School_ID,Department_free_text,Department_broad_category,Department CBID,Subject_broad,Root_dissertation,Advisor_Name_1,Advisor_ID_1,Advisor_Role_1,Advisor_Name_2,Advisor_ID_2,Advisor_Role_2,Advisor_Name_3,Advisor_ID_3,Advisor_Role_3,Advisor_Name_4,Advisor_ID_4,Advisor_Role_4,Advisor_Name_5,Advisor_ID_5,Advisor_Role_5,Advisor_Name_6,Advisor_ID_6,Advisor_Role_6,Advisor_Name_7,Advisor_ID_7,Advisor_Role_7,Advisor_Name_8,Advisor_ID_8,Advisor_Role_8,Category_ID,Source Notes,Edition_Details
COMB_006774,"Walter, Christina Michelle",,CBA000107165,The Modernist Imagetext: Embodying Impersonality from Optics to Aesthetics,2008,University of Illinois at Urbana-Champaign,CBA000162488,,,,,,"Esty, Jed",CBA000029962,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131296,,"Advisor: Esty, Jed"
COMB_006775,"Koterski, Joseph W.",,CBA000055591,Jaspers on truth and freedom in science,1982,Saint Louis University,CBA000162392,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115616,,
COMB_006776,"Van Gorp, Angelo",,CBA000104867,Gedragswetenschap in de steigers: Het psycho-pedagogisch vertoog van Ovide Decroly ontmythologiseerd? (1871--1932),2004,Katholieke Universiteit Leuven (Belgium),CBA000162320,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131267,,
COMB_006777,"Prosser, Jodicus Wayne",,CBA000082061,"Bigger Eyes in a Wider Universe: The American Understanding of Earth in Outer Space, 1893--1941",2009,Texas A&M University,CBA000119860,,,,,,"Hugill, Peter J.",CBA000048025,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131309,,"Advisor: Hugill, Peter J."
COMB_006778,"Bowers, Neil Thomas",,CBA000011740,A Historical Discourse Analysis of the Cancerous and Non-Cancerous Body in Secondary Biology Textbooks,2006,Miami University,CBA000162350,,,,,,"Hofmann, Richard",CBA000046457,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131393,,"Advisor: Hofmann, Richard"
COMB_006779,"Julich, Daniel T.",,CBA000051464,"Pascal, Devout Savant: Science, Religion, and the Learned Community in Seventeenth-Century Paris",2009,University of Florida,CBA000138999,,,,,,"Hatch, Robert Alan",CBA000150819,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131122,,"Advisor: Hatch, Robert A."
COMB_006780,"Kazanjian, Powel H.",,CBA000052633,"The Beginnings of Bacteriology in American Medicine: Works of Frederick Novy, 1888--1933",2012,University of Michigan,CBA000115143,,,,,,"Howell, Joel D.",CBA000047558,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Howell, Joel D."
COMB_006781,"Tinn, Hong-Hong",,CBA000102375,"Working with Computers, Constructing a Developing Country: Introducing, Using, Building, and Tinkering with Computers in Cold War Taiwan, 1959--1984",2012,Cornell University,CBA000114805,,,,,,"Kline, Ronald R.",CBA000054491,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131398,,"Advisor: Kline, Ronald R."
COMB_006782,"Caduff, Carlo",,CBA000015286,Microbial Matters: An Anthropology of Pandemic Influenza in the United States,2009,"University of California, Berkeley",CBA000118094,,,,,,"Rabinow, Paul",CBA000082716,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131395,,"Advisor: Rabinow, Paul"
COMB_006783,"Hickey, Wakoh Shannon",,CBA000045476,"Mind Cure, Meditation, and Medicine: Hidden Histories of Mental Healing in the United States",2008,Duke University,CBA000120251,,,,,,"Jaffe, Richard",CBA000049719,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131335,,"Advisor: Jaffe, Richard"
COMB_006784,"Cincinnati, Noah",,CBA000019045,"Arks for Empires: American Zoos, Imperialism, and the Struggle for International Wildlife Protection, 1889--1936",2012,Johns Hopkins University,CBA000135399,,,,,,"Walters, Ronald G.",CBA000107209,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131258,,"Advisor: Walters, Ronald"
COMB_006785,"Garza, Gustavo Alberto",,CBA000035752,An Emotive Mechanism: Phonographic Wonders and Possibilities at the Turn of the 20th Century,2012,"University of California, Los Angeles",CBA000138968,,,,,,"Porter, Theodore M.",CBA000081197,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131338,,"Advisor: Porter, Theodore M."
COMB_006786,"Carroll, Katherine L.",,CBA000016602,"Modernizing the American Medical School, 1893--1940: Architecture, Pedagogy, Professionalization, and Philanthropy",2012,Boston University,CBA000132432,,,,,,"Morgan, Keith N.",CBA000071270,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Morgan, Keith N."
COMB_006787,"Thompson, Katherine Anne",,CBA000101923,Monsters in Paradise: The Representation of the Natural World in the <em>Historias</em> of Bartolome de Las Casas and Gonzalo Fernandez de Oviedo,2010,"University of Maryland, College Park",CBA000162496,,,,,,"Harrison, Regina",CBA000043086,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131080,,"Advisor: Harrison, Regina"
COMB_006788,"Petrilli, Salvatore John, Jr.",,CBA000079280,A Historical Survey of the Contributions of Francois-Joseph Servois to the Development of the Rigorous Calculus,2009,"Teachers College, Columbia University",CBA000162267,,,,,,"Smith, J. Philip",CBA000095782,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131248,,"Advisor: Smith, J. Philip"
COMB_006789,"Hiatt, Willie Lee, III",,CBA000045459,"The Rarefied Air of the Modern: Aviation and Peruvian Participation in World History, 1910--1950",2009,"University of California, Davis",CBA000162466,,,,,,"Walker, Charles F.",CBA000106896,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131341,,"Advisor: Walker, Charles"
COMB_006790,"Swanson, Kara Weatherlee",,CBA000100017,"Body Banks: A History of Milk Banks, Blood Banks, and Sperm Banks in the United States",2009,Harvard University,CBA000114966,,,,,,"Brandt, Allan M.",CBA000012184,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131334,,"Advisor: Brandt, Allan M."
COMB_006791,"Segriff, Joseph Michael",,CBA000092752,"Untangling Psychoses: Assessing the Social Evolution, Professional Efficacy, and Untoward History of Psychiatric Therapies and Clinical Diagnoses",2009,Drew University,CBA000162275,,,,,,"Scibilia, Philip C.",CBA000092326,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131335,,"Advisor: Scibilia, Philip C."
COMB_006792,"Baesler, John Philipp",,CBA000004339,Clearer Than Truth: The Polygraph in Cold War America,2009,Indiana University,CBA000118764,,,,,,"Cullather, Nick B.",CBA000022481,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131397,,"Advisor: Cullather, Nick B."
COMB_006793,"Stan, Marius",,CBA000097583,Kant's Theory of Motion: Metaphysical Foundations of Leibnizian Science,2009,Johns Hopkins University,CBA000135399,,,,,,"Rynasiewicz, Robert",CBA000088619,Advisor,"Foerster, Eckart",CBA000032718,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131188,,"Advisor: Rynasiewicz, Robert; Foerster, Eckart"
COMB_006794,"Scales, David Alaistair",,CBA000090246,"The World Health Organization and the Dynamics of International Disease Control: Exit, Voice, and (Trojan) Loyalty",2009,Yale University,CBA000115552,,,,,,"Adams, Julia Potter",CBA000000452,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131395,,"Advisor: Adams, Julia Potter"
COMB_006795,"McMillin, Robyn Davis",,CBA000067635,"Science in the American Style, 1700--1800",2009,University of Oklahoma,CBA000119141,,,,,,"Gilje, Paul A.",CBA000037120,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131167,,"Advisor: Gilje, Paul A."
COMB_006796,"Bentley, Susan M.",,CBA000007781,Friedrich Schiller's Play: A Theory of Human Nature in the Context of the Eighteenth-Century Study of Life,2009,University of Louisville,CBA000162587,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131178,,
COMB_006797,"Milojevic, Stasa",,CBA000069772,"Big Science, Nano Science? Mapping the Evolution and Socio-Cognitive Structure of Nanoscience/Nanotechnology Using Mixed Methods",2009,"University of California, Los Angeles",CBA000138968,,,,,,"Furner, Jonathan",CBA000034706,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131397,,"Advisor: Furner, Jonathan"
COMB_006798,"Clark, Jennifer Elizabeth",,CBA000019228,"Making ALS Matter: Disease Activism and Disease Identity in Amyotrophic Lateral Sclerosis, 1850--2000",2010,Harvard University,CBA000114966,,,,,,"Brandt, Allan M.",CBA000012184,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Brandt, Allan M."
COMB_006799,"Casey, Brian Patrick",,CBA000016848,"Against the Materialists: John Carew Eccles, Karl Raimund Popper and the Ghost in the Machine",2009,Yale University,CBA000115552,,,,,,"Snowden, Frank",CBA000159439,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131384,,"Advisor: Snowden, Frank"
COMB_006800,"Heinen, Anton M.",,CBA000044238,The place of al-Sūyutī's <em>Al-hay'at al-sanīya fī al-hay'at al-sunnīya</em> in the history of Arabic science,1977,Harvard University,CBA000114966,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006801,"Fu, Jia-Chen",,CBA000034498,"Society's Laboratories: Biomedical Nutrition and the Modern Chinese Body, 1910--1950",2009,Yale University,CBA000115552,,,,,,"Spence, Jonathan D.",CBA000159572,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131336,,"Advisor: Spence, Jonathan"
COMB_006802,"Moon, Nathan William",,CBA000070852,The Amphetamine Years: A Study of the Medical Applications and Extramedical Consumption of Psychostimulant Drugs in the Postwar United States 1945--1980,2009,Georgia Institute of Technology,CBA000114913,,,,,,"Tone, Andrea",CBA000102742,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131396,,"Advisor: Tone, Andrea"
COMB_006803,"McPartland, Donald Scott",,CBA000067712,Almost Edison: How William Sawyer and Others Lost the Race to Electrification,2006,"New York, City University of",CBA000118969,,,,,,"Dauben, Joseph Warren",CBA000147651,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131279,,"Advisor: Dauben, Joseph W."
COMB_006804,"Tracy, Hannah R.",,CBA000103082,"Willing Progress: The Literary Lamarckism of Olive Schreiner, George Bernard Shaw, and William Butler Yeats",2009,University of Oregon,CBA000115207,,,,,,"Peppis, Paul",CBA000078637,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131237,,"Advisor: Peppis, Paul"
COMB_006805,"Simonis, Fabien",,CBA000094871,"Mad Acts, Mad Speech, and Mad People in Late Imperial Chinese Law and Medicine",2010,Princeton University,CBA000115251,,,,,,"Naquin, Susan",CBA000073107,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130568,,"Advisor: Naquin, Susan"
COMB_006806,"Reese, Garth D., Jr.",,CBA000083960,The Theomagical Reformation of Thomas Vaughan: Magic and the Occult in Early Modern British Theology,2010,Claremont Graduate University,CBA000162265,,,,,,"Ferrell, Lori Anne",CBA000031532,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131128,,"Advisor: Ferrell, Lori Anne"
COMB_006807,"Schrader, Astrid",,CBA000091666,Dinos & Demons: The Politics of Temporality and Responsibility in Science,2008,"University of California, Santa Cruz",CBA000120395,,,,,,"Haraway, Donna Jeanne",CBA000042654,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130289,,"Advisor: Haraway, Donna J."
COMB_006808,"Cornejo, Edward Victoriano",,CBA000021172,Keeping Fear at Bay: Twentieth-Century Ecuador and the Eradication of Plague,2010,"New York, City University of",CBA000118969,,,,,,"Quiroz, Alfonso W.",CBA000082655,Advisor,"Ackerman, Evelyn B.",CBA000144051,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131336,,"Advisor: Quiroz, Alfonso W.; Ackerman, Evelyn B."
COMB_006809,"Rueber, Micah Aaron",,CBA000088056,"Making Milking Modern: Agriculture Science and the American Dairy, 1890--1940",2010,Mississippi State University,CBA000162355,,,,,,"Marcus, Alan I.",CBA000064817,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131340,,"Advisor: Marcus, Alan I."
COMB_006810,"Brown, David S.",,CBA000013355,"Pathways to Power: Physicians in Charleston, South Carolina, 1790--1860",2010,University of South Carolina,CBA000115389,,,,,,"Doyle, Don",CBA000026916,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Doyle, Don"
COMB_006811,"Callahan, Karen Lee",,CBA000015515,"Dangerous Devices, Mysterious Times: Men, Women, and Birth Control in Early Twentieth-Century Japan",2004,"University of California, Berkeley",CBA000118094,,,,,,"Barshay, Andrew E.",CBA000005728,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131336,,"Advisor: Barshay, Andrew E."
COMB_006812,"Padiak, Janet",,CBA000076601,"Morbidity and the 19th-Century Decline of Mortality: An Analysis of the Military Population of Gibraltar, 1818 to 1899",2004,University of Toronto,CBA000115427,,,,,,"Sawchuk, L. A.",CBA000090153,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131277,,"Advisor: Sawchuk, L. A."
COMB_006813,"Bleichmar, Daniela",,CBA000009858,Visual Culture in Eighteenth-Century Natural History: Botanical Illustrations and Expeditions in the Spanish Atlantic,2005,Princeton University,CBA000115251,,,,,,"Grafton, Anthony T.",CBA000039200,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131198,,"Advisor: Grafton, Anthony"
COMB_006814,"Burke, Chloe Serene",,CBA000014605,"Germs, Genes, and Dissent: Representing Radicalism as Disease in American Political Cartooning, 1877--1919",2004,University of Michigan,CBA000115143,,,,,,"Pernick, Martin S.",CBA000078885,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Pernick, Martin S."
COMB_006815,"Blackwell, Brent Michael",,CBA000009621,Literary Topology: Modern Science and Contemporary American Fiction,2004,"Purdue University (Lafayette, Indiana)",CBA000115258,,,,,,"Duvall, John N.",CBA000027974,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131296,,"Advisor: Duvall, John N."
COMB_006816,"Singy, Patrick",,CBA000095055,"Experiencing Medicine: An Epistemological History of Medical Practice and Sex in French-Speaking Europe, 1700--1850",2004,University of Chicago,CBA000114764,,,,,,"Davidson, Arnold L.",CBA000147675,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131216,,"Advisor: Davidson, Arnold L."
COMB_006817,"Greene, Jeremy Alan",,CBA000039745,The Therapeutic Transition: Pharmaceuticals and the Marketing of Chronic Disease,2005,Harvard University,CBA000114966,,,,,,"Brandt, Allan M.",CBA000012184,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131396,,"Advisor: Brandt, Allan M."
COMB_006818,"Rectenwald, Michael",,CBA000083826,"The Publics of Science: Periodicals and the Making of British Science, 1820--1860",2004,Carnegie Mellon University,CBA000162262,,,,,,"Klancher, Jon",CBA000054234,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131234,,"Advisor: Klancher, Jon"
COMB_006819,"Roy, Stephanie C.",,CBA000087810,“Fifty-Two Easy Steps to Great Health”: Representations of Health in English-Canadian Women's Magazines,2004,University of Toronto,CBA000115427,,,,,,"Lenskyj, Helen",CBA000059582,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131395,,"Advisor: Lenskyj, Helen"
COMB_006820,"Sidoli, Nathan Camillo",,CBA000094383,Ptolemy's Mathematical Approach: Applied Mathematics in the Second Century,2004,University of Toronto,CBA000115427,,,,,,"Jones, Alexander",CBA000050950,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130953,,"Advisor: Jones, Alexander"
COMB_006821,"Austin, Stephanie",,CBA000003864,The Influence of the Feminist Movement In/On the History of Psychology,2003,York University (Canada),CBA000162805,,,,,,"Teo, Thomas",CBA000101279,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131385,,"Advisor: Teo, Thomas"
COMB_006822,"Woolworth, Stephen Tyler",,CBA000111421,"Conflict, Collaboration, and Concession: A Study of the Rise and Fall of Medical Authority in the Seattle Public Schools, 1892--1922",2002,University of Washington,CBA000115526,,,,,,"Beadie, Nancy",CBA000006525,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131277,,"Advisor: Beadie, Nancy"
COMB_006823,"Hackford, Heidi M.",,CBA000041500,"Malingering: Representations of Feigned Disease in American History, 1800--1920",2004,American University,CBA000131785,,,,,,"Kraut, Alan",CBA000152905,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,"Advisor: Kraut, Alan"
COMB_006824,"Jones, Tiffany F.",,CBA000051137,"“Dis-Ordered” States: Views about Mental Disorder and the Management of the Mad in South Africa, 1939--1989",2005,Queen's University at Kingston (Canada),CBA000162381,,,,,,"Jeeves, Alan",CBA000050215,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131335,,"Advisor: Jeeves, Alan"
COMB_006825,"Robichaud, Marc",,CBA000085931,Making Hospitals “Worthy of Their Purpose”: Hospitals and the Hospital Reform Movement in the Generalite of Rouen (1774--1794),2004,McGill University (Canada),CBA000162344,,,,,,"Boulle, Pierre H.",CBA000011499,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131216,,"Advisor: Boulle, Pierre H."
COMB_006826,"Ekeberg, Bjorn",,CBA000148450,The Metaphysics Experiment: Modern Physics and the Politics of Nature,2010,University of Victoria (Canada),CBA000162738,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131134,,
COMB_006827,"Mullens, Lauri",,CBA000072171,Leaky Bodies: Epidemic Disease in Contemporary American Television,2004,University of Southern California,CBA000120573,,,,,,"McPherson, Tara",CBA000067730,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131393,,"Advisor: McPherson, Tara"
COMB_006828,"Rose, Anna Christina",,CBA000086929,"Children's Moral Culture and the Experimental Human Sciences in Britain, France and Italy, 1748--1899",2005,Johns Hopkins University,CBA000135399,,,,,,"Ferguson, Frances",CBA000031314,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131209,,"Advisor: Ferguson, Frances"
COMB_006829,"Tang, Jeffrey Donald",,CBA000100641,"Sound Decisions: Systems, Standards, and Consumers in American Audio Technology, 1945--1975",2004,University of Pennsylvania,CBA000115228,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131397,,
COMB_006830,"Swain, David Wesley",,CBA000099970,"Language of the Soul: Galenism and the Medical Disciplines in Elyot, Huarte, and Shakespeare",2004,University of Massachusetts Amherst,CBA000162497,,,,,,"Kinney, Arthur F.",CBA000053925,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131098,,"Advisor: Kinney, Arthur F."
COMB_006831,"Gomez, Leila G.",,CBA000038352,On Naturalists and Archeologists in South America (1880--1940) William Henry Hudson and Hiram Bingham: Imperial Encounters and National Canon Formation,2005,Johns Hopkins University,CBA000135399,,,,,,"Castro-Klaren, Sara",CBA000017077,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131332,,"Advisor: Castro-Klaren, Sara"
COMB_006832,"Hamer, John Faithful",,CBA000042175,"Turning Horror into Stories: Popular Health Reform and the Gospel of Prevention, 1970--1990",2005,Johns Hopkins University,CBA000135399,,,,,,"Walters, Ronald G.",CBA000107209,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131395,,"Advisor: Walters, Ronald G."
COMB_006833,"Koford, James Kristian",,CBA000055021,"High Technology in the Healing Arena: A History of the Artificial Kidney, 1913--1972",2004,University of Utah,CBA000162541,,,,,,"Bauman, Harold",CBA000006302,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131334,,"Advisor: Bauman, Harold"
COMB_006834,"Hynes, Darren",,CBA000048609,Descartes as Faust: Dissimulation and Descartes as an Early-Modern Scientist,2003,University of Western Ontario (Canada),CBA000162544,,,,,,"Lennon, Thomas M.",CBA000059570,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131129,,"Advisor: Lennon, Thomas M."
COMB_006835,"Wanke, Paul",,CBA000107396,Russian/Soviet Military Psychiatry: 1904--1945,2002,University of Kansas,CBA000115061,,,,,,"Saul, Norman",CBA000089993,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131335,,"Advisor: Saul, Norman"
COMB_006836,"Allender-Hagedorn, Susan",,CBA000001560,Arguing the Genome: A Topology of the Argumentation behind the Construction of the Human Genome Project,2001,Virginia Polytechnic Institute,CBA000162792,,,,,,"Zallen, Doris T.",CBA000112637,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131382,,"Advisor: Zallen, Doris T."
COMB_006837,"Sachs, Aaron Jacob",,CBA000088762,The Humboldt Current: Avant-Garde Exploration and Environmental Thought in 19th-Century America,2004,Yale University,CBA000115552,,,,,,"Faragher, John Mack",CBA000030650,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131256,,"Advisor: Faragher, John Mack"
COMB_006838,"Dumin, Lauara Marie",,CBA000027566,Changes in the Use of the Passive Voice over Time: A Historical Look at the “American Journal of Botany” and the Changes in the Use of the Passive Voice from 1914--2008,2010,Oklahoma State University,CBA000115205,,,,,,"Damron, Rebecca",CBA000147609,Committee Member,"Batteiger, Richard",CBA000144966,Advisor,"Brooks, Ronald",CBA000145970,Committee Member,"Palmer, Michael",CBA000076862,Committee Member,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131304,,"Advisor: Batteiger, Richard; Committee Members: Brooks, Ronald, Damron, Rebecca, Palmer, Michael."
COMB_006839,"Keithley, Walter H.",,CBA000052812,"Science as Literature, Literature as Science: Discursive Negotiations of the Public Status of Science in the Long Eighteenth Century",2004,Arizona State University,CBA000162235,,,,,,"Brack, O. M., Jr",CBA000011942,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131178,,"Advisor: Brack, O. M., Jr"
COMB_006840,"Kruse, Jerrid W.",,CBA000152975,Historical Short Stories in the Post-Secondary Biology Classroom: Investigation of Instructor and Student Use and Views,2010,Iowa State University,CBA000162315,,,,,,"Clough, Michael P.",CBA000019616,Advisor,"Colbert, James",CBA000147079,Committee Member,"Olson, Joanne K",CBA000075742,Advisor,"Niederhauser, Dale",CBA000155860,Committee Member,"Bonett, Douglas",CBA000145586,Committee Member,,,Advisor,,,Advisor,,,Advisor,CBA000131362,,"Advisor: Clough, Michael P., Olson, Joanne K; Committee Members: Colbert, James, Niederhauser, Dale, Bonett, Douglas."
COMB_006841,"Ackerman, Michael",,CBA000000345,"Interpreting the “Newer Knowledge of Nutrition”: Science, Interests, and Values in the Making of Dietary Advice in the United States, 1915--1965",2005,University of Virginia,CBA000119280,,,,,,"Kett, Joseph F.",CBA000053389,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131336,,"Advisor: Kett, Joseph F."
COMB_006842,"Tredwell, Katherine Anne",,CBA000103195,The Exact Sciences in Lutheran Germany and Tudor England,2005,University of Oklahoma,CBA000119141,,,,,,"Barker, Peter",CBA000005359,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131073,,"Advisor: Barker, Peter"
COMB_006843,"Newman, Winifred Elysse",,CBA000155818,Imaginative Beholding: Physiological Psychology and the Discourse on Representation in fin-de-siècle Germany,2010,Harvard University,CBA000114966,,,,,,"Picon, Antoine",CBA000079825,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131267,,"Advisor: Picon, Antoine."
COMB_006844,"Gauchat, Gordon",,CBA000035888,The Politicization of Science in the Public Sphere,2010,University of Connecticut,CBA000162477,,,,,,"Wallace, Michael",CBA000161140,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131411,,"Advisor: Wallace, Michael."
COMB_006845,"Sato, Yasushi",,CBA000089933,Local Engineering in the Early American and Japanese Space Programs: Human Qualities in Grand System Building,2005,University of Pennsylvania,CBA000115228,,,,,,"Kohler, Robert E.",CBA000055066,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131400,,"Advisor: Kohler, Robert E."
